Little Red Riding Hood,-0.09375,0.0
"Once upon a time, there was a little girl. On her birthday, her grandmother gave her a little red riding hood.",-0.125,0.0
“Happy birthday! It’s for you!”,1.0,1.0
“Thank you! I like it very much!”,0.325,1.0
She really liked it and always wore it. So everyone called her Little Red Riding Hood.,0.13749999999999998,1.0
"One morning, her mother told her to visit her sick grandmother. The little girl put on her little red riding hood as her mother prepared a special goody basket. “Remember this, go straight to Grandma’s. Don’t talk to strangers!”",-0.08035714285714286,0.0
"“Don’t worry, mommy.”",0.0,0.0
"On her way, Little Red Riding Hood noticed some lovely flowers in the woods. But unfortunately, she didn’t notice a wolf.",-0.046875,0.0
"“Wow! How lovely they are! I like these fresh flower. Umm they smell good, too!”",0.48125,1.0
"Suddenly, a big wolf appeared beside her.",0.0,0.0
"“Good mornig, little girl! Where are you going?”",0.23281249999999998,1.0
“Good mornig. I’m going to see my grandmother. She is sick.”,-0.007142857142857173,0.0
“Where does she live?”,0.13636363636363635,1.0
"“She lives in the forest, near the big apple tree.”",0.05,0.0
"“take some fresh flowers to your grandmother. She will be happy to get them.” “Really? Oh, thank you, Mr. Wolf.”",0.43333333333333335,1.0
"The wolf, in the meantime, took a shortcut. He arrived at Grandma’s and knocked on the door.",0.0,0.0
"“Knock, knock!”",0.0,0.0
“Who’s there?”,0.0,0.0
"“It’s me, Little Red Riding Hood!”",-0.09375,0.0
"“The door is open. Come in, my dear!”",0.0,0.0
The wolf went into the room and swallowed poor grandmother. He changed into her clothes and laid himself down in bed.,-0.2777777777777778,0.0
"A few minutes later, Little Red Riding Hood knocked on the door. “Knock, knock!”",-0.096875,0.0
“Who is it?”,0.0,0.0
"“It’s me, Little Red Riding Hood!”",-0.09375,0.0
"“Come in, my dear.”",0.0,0.0
,0.0,0.0
"Little Red Riding Hood went into the room. “Grandmother, your ears are very big!” “To hear your sweet voice, my dear.” “Grandmother, your eyes are very big!” “To see your sweet face, my dear.” “Grandmother, your hands are very big!” “To grab you firmly, my dear.” “Grandmother, your mouth is very big!”",0.03472222222222222,0.0
“It is to gulp you down!”,-0.19444444444444448,0.0
"And just like that, the wolf swallowed Little Red Riding Hood, too.",-0.09375,0.0
"Feeling very full, the wolf fell asleep in bed, snoring loudly. Just then, a hunter was passing by and heard the snoring.",0.27749999999999997,1.0
“That sounds strange. It must be a wolf!”,-0.0625,0.0
The hunter went into the house. He saw a wolf sleeping in grandmother’s bed. His huge stomach was moving.,0.4000000000000001,1.0
"“Oh, no!”",0.0,0.0
He took a pair of scissors and cut open the wolf’s stomach. There was Little Red Riding Hood and grandmother still alive.,-0.021875,0.0
“Oh Grandma! I was so scared! I will never talk to strangers again. I will always listen to you and mother.”,0.0,0.0
"“There, there, my dear. Just don’t forget!”",0.0,0.0
"From then on, Little Red Riding Hood was careful and never spoke to strangers again!",-0.10416666666666667,0.0
